,mic,chi2,att
0,0.0,5.26063829787234,sue
1,0.0,0.7603640040444892,surety
2,0.007600072142402325,0.7603640040444892,notwithstanding
3,0.0,0.7603640040444892,aforementioned
4,0.011611215098259686,6.575797872340426,justice
5,0.008553324853745714,,antitrust
6,0.0,0.7603640040444892,thereafter
7,0.020158988499903607,7.792244106716432,contract
8,0.0,1.315159574468085,attorney
9,0.006267726053897471,0.6736674339722768,breach
10,0.17376445800976104,341.87386786760317,stable
11,0.09396235305455014,237.03258029945403,steady
12,0.022665986956905027,72.78410298182368,revenue
13,0.031458723083188644,107.32209722318169,growth
14,0.01286659760865927,11.890328251726435,predictable
15,0.0,6.082912032355914,regular
16,0.20319690101471988,420.44723678873044,stable
17,0.10629912591529211,242.1320420816699,steady
18,0.059727156516965474,172.57816836569697,growth
19,0.0,0.03776178925628726,salary
20,0.019283936046336825,38.481534348554376,sales
21,0.0,3.041456016177957,affirm
22,0.0,0.7603640040444892,defend
23,0.027377799438688788,79.79196519434319,revenue
24,0.0,0.3123808279654021,advance
25,0.0,17.38611369928665,get
26,0.02826610859111689,25.239455714992573,progress
27,0.0,5.922530229465609,support
28,0.009608236881790244,92.29927145678998,increase
29,0.0,2.63031914893617,resort
30,0.030126195626148933,49.079991759233366,performance
31,0.0,23.77306802128376,solid
32,0.0,2.1923934556719655,integration
33,0.0,9.702478274187282,stabilize
34,0.0,15.727122671455259,maintain
35,0.011705971371517743,5.322548028311424,regular
36,0.0237333743813819,1.315159574468085,receptive
37,0.005076123610812333,0.7603640040444892,efficiently
38,0.042910157058905884,25.239455714992573,progress
39,0.009442821944940505,73.28765408195164,strong
40,0.008779783638900307,0.7603640040444892,unparalleled
41,0.0026481530777622275,,beneficial
42,0.0,1.7433614469567122,advantage
43,0.0035209660092474504,0.7603640040444892,prestige
44,0.007117192612042356,,diligently
45,0.010110186509692642,4.521634174290157,effective
46,0.0,0.03776178925628726,smooth
47,0.004728822860070592,,charitable
48,0.013188161172536184,2.2810920121334677,satisfactory
49,0.0,0.03776178925628726,breakthrough
50,0.01780417010790636,0.7603640040444892,achievement
51,0.0,14.250557461867775,benefit
52,0.004410188179284624,0.7603640040444892,attain
53,0.0,3.9454787234042556,greatly
54,0.0,1.5207280080889785,fantastic
55,0.0,0.7603640040444892,diligent
56,0.005218493410335423,2.63031914893617,reward
57,0.0,1.0792178054342445,optimistic
58,0.0,0.11887186354868078,collaboration
59,0.0,0.11887186354868078,regain
60,0.005563110660960158,1.5207280080889785,tremendous
61,0.0,1.315159574468085,exclusive
62,0.020692494858957522,3.9454787234042556,favorite
63,0.010588767235662822,8.156433624479199,stability
64,0.0,5.609113204631996,great
65,0.0,1.0445927033878826,highest
66,0.0,1.5207280080889785,urgent
67,0.0,,contraction
68,0.0,,distortion
69,0.0012499254510625057,2.63031914893617,overturn
70,0.0,2.63031914893617,concede
71,0.00499886321873988,0.6736674339722768,slowdown
72,0.0,,reject
73,0.0009142083770070641,1.315159574468085,mislead
74,0.003301335130868166,1.315159574468085,convict
75,0.008366949923633404,0.07552357851257452,default
76,0.02335151786305434,21.696818624200148,concern
77,0.0,,disrupt
78,0.0,1.5207280080889785,adverse
79,0.020488860097377604,,depletion
80,0.01421325926448258,2.7605834391067705,warn
81,0.008049784013773209,1.989406131647942,question
82,0.0044750762647403075,0.7603640040444892,unintentional
83,0.010758059542347098,0.7603640040444892,shortage
84,0.010418331479636445,1.315159574468085,monopoly
85,0.0,0.11887186354868078,downturn
86,0.03138789595778535,,weaken
87,0.025163093193508068,1.315159574468085,unapproved
88,0.014283804725030214,1.315159574468085,corruption
89,0.02424108997828678,1.315159574468085,abusive
90,0.0,1.315159574468085,prejudice
91,0.004188632483867583,1.315159574468085,undisclosed
92,0.007568662603583354,,restatement
93,0.0034123397892087404,0.575578437278145,weak
94,0.0028152408003805363,2.63031914893617,expose
95,0.0,1.315159574468085,argument
96,0.0,0.7603640040444892,caution
97,0.013030041978971063,1.315159574468085,wrongly
98,0.0,0.03776178925628726,burden
99,0.0,0.03776178925628726,drought
100,0.004173252344724432,1.5207280080889785,delinquent
101,0.0,2.7605834391067705,hurt
102,0.0,1.315159574468085,dismissal
103,0.0,2.63031914893617,fraud
104,0.0,1.315159574468085,deterrence
105,0.017075280533107806,2.63031914893617,harm
106,0.010068922630033006,,error
107,0.016253780966438702,5.26063829787234,sue
108,0.009254223066060163,0.03776178925628726,unemployment
109,0.0,2.63031914893617,terminate
110,0.0031071774288506937,2.63031914893617,fail
111,0.0,2.63031914893617,worse
112,0.0,0.7603640040444892,disadvantage
113,0.0,3.9454787234042556,damage
114,0.0,0.7603640040444892,renegotiation
115,0.0,,unclear
116,0.012203836691320413,1.5207280080889785,dependent
117,0.019323696564259807,14.392924602235531,anticipate
118,0.007633363910053648,0.7603640040444892,suddenly
119,0.0,2.63031914893617,cautious
120,0.010235878678462207,3.0716244715810075,uncertainty
121,0.0,0.03776178925628726,anticipation
122,0.005719826441147768,1.5207280080889785,uncertain
123,0.006411527478567658,3.0716244715810075,assumption
124,0.0,1.315159574468085,prediction
125,0.0,2.804556602315998,volatile
126,0.03679317539070848,0.7603640040444892,fluctuation
127,0.002816839226317258,10.57588995553278,maybe
128,0.015101609419316597,1.315159574468085,rumor
129,0.0,0.15104715702514904,perhaps
130,0.004646749182717347,0.046429298387003354,suggest
131,0.0058433255336083345,1.315159574468085,fluctuate
132,0.2162314472275244,420.44723678873044,stable
133,0.11043773490147202,242.1320420816699,steady
134,0.037146296335835105,160.065034561547,continue
135,0.0,1.6188267081513663,metal
136,0.0,0.7603640040444892,alliance
137,0.053436018699055676,192.28367155916663,year
138,0.0037652865264126145,3.7753839814794885,protection
139,0.0682690277986342,172.57816836569697,growth
140,0.0,0.11887186354868078,title
141,0.0,0.7603640040444892,amherst
142,0.020695287536671048,37.83473560065773,segment
143,0.003966556644860342,20.00295882820101,little
144,0.0030690808782696255,0.7603640040444892,accurately
145,0.015868388164882674,1.5207280080889785,resilient
146,0.022802880573926432,79.79196519434319,revenue
147,0.03529972371076151,127.36125012673199,see
148,0.025011254952838513,21.55201340816196,years
149,0.014054216843107037,0.7603640040444892,creamer
150,0.00814155118767279,0.7603640040444892,rid
151,0.013341523569204927,32.14915532298065,also
152,0.0024535560216232266,0.11887186354868078,kim
153,0.013688999352535758,0.7603640040444892,server
154,0.0,0.11887186354868078,tip
155,0.0,1.315159574468085,coo
156,0.0,1.315159574468085,fake
157,0.0,0.7603640040444892,slavishly
158,0.030888019655846755,82.10941834751958,grow
159,0.003174818266663104,49.16739949592819,base
160,0.0,0.11887186354868078,wish
161,0.006749447718086943,2.7605834391067705,actual
162,0.0,2.2810920121334677,reinforce
163,0.0,0.7603640040444892,advancements
164,0.03059680208382587,0.7603640040444892,centrica
165,0.005210261058697929,2.63031914893617,bribery
166,0.020528569656730555,0.10569203391562501,family
167,0.007768887021145199,3.298400087128628,phone
168,0.0,0.020782866854548943,environmental
169,0.005552959157338666,10.52127659574468,journal
170,0.0,10.618998110605116,out
171,0.0,3.713241508394943,much
172,0.022070966163566297,0.6099626284263675,engineer
173,0.003239134450441661,3.9454787234042556,investigate
174,0.01852963273491337,5.94326700532094,footprint
175,0.0160997039505395,,composer
176,0.013647110249344063,1.136339311732735,reliable
177,0.0,1.315159574468085,sisterhood
178,0.021821192702458303,21.694784839879546,organic
179,0.003129252754863865,0.6736674339722768,severe
180,0.0,0.11887186354868078,eventually
181,0.0,2.63031914893617,shake
182,0.028141868426721617,1.315159574468085,combinations
183,0.0026565749513578485,3.8018200202224466,pipelines
184,0.04284159922801711,66.37812986672107,over
185,0.018635846828097824,0.7603640040444892,considerably
186,0.046126598536299745,197.66872898504323,quarter
187,0.00721418375429006,19.824021769383428,start
188,0.0,,cashman
189,0.0,5.26063829787234,tm
190,0.0,1.315159574468085,ammonium
191,0.0351735940382194,11.245444610679932,stay
192,0.015575430567677628,3.9454787234042556,http
193,0.0,11.836436170212767,snap
194,0.0,1.315159574468085,none
195,0.006612528457518918,2.7028914756854263,slight
196,0.02861553343008172,3.8018200202224466,nii
197,0.0,1.315159574468085,designation
198,0.0,3.9454787234042556,futures
199,0.0,0.03776178925628726,nol
200,0.03722097591233586,47.17399523315051,improvement
201,0.0,3.9454787234042556,kpmg
202,0.0,31.207739149557668,stock
203,0.0,0.11328536776886186,relationship
204,0.019472655832631025,6.082912032355914,translate
205,0.0,3.041456016177957,absolute
206,0.009071092360232624,0.15104715702514904,kong
207,0.0,1.315159574468085,ware
208,0.0,0.03776178925628726,mountain
209,0.002758084903528246,0.6736674339722768,accept
210,0.022642376851289336,0.0006457814070274432,agreement
211,0.045406587541932275,92.29927145678998,increase
212,0.0,3.041456016177957,scope
213,0.0,0.5396089027171223,corn
214,0.0,,cymabay
215,0.0,1.315159574468085,roberts
216,0.00108725486899508,1.5207280080889785,thresholds
217,0.005912680014656058,1.219925256852735,thing
218,0.028435157420674484,0.575578437278145,signal
219,0.00024692677566040544,0.6736674339722768,kingdom
220,0.013660914603026653,2.43985051370547,challenge
221,0.0,1.315159574468085,hyper
